Admit Source;Admit Type;Appt Start Time;Care Score;Check-In Time;Clinic Name;Department;Diagnosis Primary;Discharge Datetime new;Encounter Number;Encounter Status;Number of Records;Wait Time Min
Deposit Account;Elective;2/01/2020 17:48;2;2/01/2020 17:48;CitiBank Colombia;Home Loan;;;STA-200102-015457;Cancelled;1;125
Loans;Emergency;2/01/2020 17:52;2;2/01/2020 17:52;CitiBank Colombia;Current Account;;;STA-200102-015476;Cancelled;1;24
Investment;Elective;2/01/2020 17:52;3;2/01/2020 17:52;CitiBank Colombia;Fixed Deposit;;;STA-200102-015477;Cancelled;1;19
Cards;Elective;2/01/2020 18:16;3;2/01/2020 18:16;CitiBank Colombia;Fixed Deposit;;;STA-200102-015600;Cancelled;1;56
Banking;Elective;2/01/2020 18:40;3;2/01/2020 18:40;CitiBank Colombia;Fixed Deposit;;;STA-200102-015681;Cancelled;1;98
Deposit Account;Urgent;2/01/2020 18:40;3;2/01/2020 18:40;CitiBank Colombia;Mobile Banking;;;STA-200102-015682;Cancelled;1;50
Loans;Urgent;2/01/2020 18:43;2;2/01/2020 18:43;CitiBank Colombia;Mobile Banking;;;STA-200102-015693;Cancelled;1;117
Investment;Emergency;2/01/2020 20:43;3;2/01/2020 20:43;CitiBank Colombia;Current Account;;;STA-200102-016252;Cancelled;1;25
Cards;Emergency;2/01/2020 21:49;2;2/01/2020 21:49;CitiBank Colombia;Current Account;;;STA-200102-016812;Cancelled;1;139
Banking;Emergency;2/01/2020 21:53;3;2/01/2020 21:53;CitiBank Colombia;Current Account;;;STA-200102-016851;Cancelled;1;1
Deposit Account;Emergency;2/01/2020 22:31;2;2/01/2020 22:31;CitiBank Colombia;Current Account;;;STA-200102-017227;Cancelled;1;131
Loans;Elective;3/01/2020 1:41;2;3/01/2020 1:41;CitiBank Colombia;Balance Enquiry;;;STA-200103-001245;Cancelled;1;75
Investment;Elective;3/01/2020 2:40;2;3/01/2020 2:40;CitiBank Colombia;Balance Enquiry;;;STA-200103-002270;Cancelled;1;86
Cards;Elective;3/01/2020 6:35;3;3/01/2020 6:35;CitiBank Colombia;Balance Enquiry;;;STA-200103-006160;Cancelled;1;131
Banking;Urgent;3/01/2020 7:11;2;3/01/2020 7:11;CitiBank Colombia;Mobile Banking;;;STA-200103-006634;Cancelled;1;103
Deposit Account;Elective;3/01/2020 7:20;5;3/01/2020 7:20;CitiBank Colombia;Mobile Banking;;;STA-200103-006748;Cancelled;1;20
Loans;Elective;3/01/2020 7:35;4;3/01/2020 7:35;CitiBank Colombia;Mobile Banking;;;STA-200103-006999;Cancelled;1;36
Investment;Elective;3/01/2020 7:44;3;3/01/2020 7:44;CitiBank Colombia;Mobile Banking;;;STA-200103-007151;Cancelled;1;115
Cards;Elective;3/01/2020 7:46;2;3/01/2020 7:46;CitiBank Colombia;Debit Card;;;STA-200103-007189;Cancelled;1;35
Banking;Elective;3/01/2020 7:57;2;3/01/2020 7:57;CitiBank Colombia;Debit Card;;;STA-200103-007352;Cancelled;1;68
Deposit Account;Elective;3/01/2020 8:19;2;3/01/2020 8:19;CitiBank Colombia;Debit Card;;;STA-200103-007653;Cancelled;1;132
Loans;Elective;3/01/2020 8:21;5;3/01/2020 8:21;CitiBank Colombia;Balance Enquiry;;;STA-200103-007696;Cancelled;1;9
Investment;Elective;3/01/2020 8:35;2;3/01/2020 8:35;CitiBank Colombia;Balance Enquiry;;;STA-200103-007962;Cancelled;1;79
Cards;Elective;3/01/2020 8:36;2;3/01/2020 8:36;CitiBank Colombia;Balance Enquiry;;;STA-200103-007991;Cancelled;1;125
Banking;Emergency;3/01/2020 8:40;3;3/01/2020 8:40;CitiBank Colombia;Current Account;;;STA-200103-008064;Cancelled;1;7
Deposit Account;Emergency;3/01/2020 8:41;2;3/01/2020 8:41;CitiBank Colombia;Current Account;;;STA-200103-008101;Cancelled;1;18
Loans;Elective;3/01/2020 8:43;4;3/01/2020 8:43;CitiBank Colombia;Debit Card;;;STA-200103-008126;Cancelled;1;49
Investment;Elective;3/01/2020 8:50;3;3/01/2020 8:50;CitiBank Colombia;Debit Card;;;STA-200103-008269;Cancelled;1;59
Cards;Elective;3/01/2020 8:55;3;3/01/2020 8:55;CitiBank Colombia;Debit Card;;;STA-200103-008363;Cancelled;1;76
Banking;Emergency;3/01/2020 8:57;4;3/01/2020 8:57;CitiBank Colombia;Current Account;;;STA-200103-008406;Cancelled;1;66
Deposit Account;Emergency;3/01/2020 8:59;3;3/01/2020 8:59;CitiBank Colombia;Current Account;;;STA-200103-008426;Cancelled;1;117
Loans;Emergency;3/01/2020 8:59;2;3/01/2020 8:59;CitiBank Colombia;Current Account;;;STA-200103-008431;Cancelled;1;82
Investment;Emergency;3/01/2020 9:01;5;3/01/2020 9:01;CitiBank Colombia;Current Account;;;STA-200103-008468;Cancelled;1;13
Cards;Elective;3/01/2020 9:02;6;3/01/2020 9:02;CitiBank Colombia;Credit Card;;;STA-200103-008489;Cancelled;1;49
Banking;Elective;3/01/2020 9:04;6;3/01/2020 9:04;CitiBank Colombia;Credit Card;;;STA-200103-008513;Cancelled;1;64
Deposit Account;Elective;3/01/2020 9:06;4;3/01/2020 9:06;CitiBank Colombia;Credit Card;;;STA-200103-008550;Cancelled;1;142
Loans;Elective;3/01/2020 9:08;4;3/01/2020 9:08;CitiBank Colombia;Fixed Deposit;;;STA-200103-008581;Cancelled;1;7
Investment;Elective;3/01/2020 9:18;4;3/01/2020 9:18;CitiBank Colombia;Fixed Deposit;;;STA-200103-008770;Cancelled;1;56
Cards;Elective;3/01/2020 9:20;2;3/01/2020 9:20;CitiBank Colombia;Fixed Deposit;;;STA-200103-008797;Cancelled;1;112
Banking;Emergency;3/01/2020 9:21;3;3/01/2020 9:21;CitiBank Colombia;Current Account;;;STA-200103-008813;Cancelled;1;14
Deposit Account;Emergency;3/01/2020 9:25;4;3/01/2020 9:25;CitiBank Colombia;Current Account;;;STA-200103-008890;Cancelled;1;60
Loans;Emergency;3/01/2020 9:31;3;3/01/2020 9:31;CitiBank Colombia;Current Account;;;STA-200103-008984;Cancelled;1;62
Investment;Emergency;3/01/2020 9:31;3;3/01/2020 9:31;CitiBank Colombia;Current Account;;;STA-200103-008993;Cancelled;1;117
Cards;Elective;3/01/2020 9:33;5;3/01/2020 9:33;CitiBank Colombia;Debit Card;;;STA-200103-009028;Cancelled;1;2
Banking;Elective;3/01/2020 9:34;4;3/01/2020 9:34;CitiBank Colombia;Debit Card;;;STA-200103-009034;Cancelled;1;8
Deposit Account;Elective;3/01/2020 9:35;3;3/01/2020 9:35;CitiBank Colombia;Debit Card;;;STA-200103-009066;Cancelled;1;95
Loans;Elective;3/01/2020 9:37;4;3/01/2020 9:37;CitiBank Colombia;Debit Card;;;STA-200103-009112;Cancelled;1;36
Investment;Elective;3/01/2020 9:38;3;3/01/2020 9:38;CitiBank Colombia;Debit Card;;;STA-200103-009135;Cancelled;1;98
Cards;Elective;3/01/2020 9:38;3;3/01/2020 9:38;CitiBank Colombia;Debit Card;;;STA-200103-009138;Cancelled;1;137
Banking;Elective;3/01/2020 9:38;3;3/01/2020 9:38;CitiBank Colombia;Personal Loan;;;STA-200103-009146;Cancelled;1;59
Deposit Account;Elective;3/01/2020 9:41;2;3/01/2020 9:41;CitiBank Colombia;Personal Loan;;;STA-200103-009200;Cancelled;1;62
Loans;Elective;3/01/2020 9:42;3;3/01/2020 9:42;CitiBank Colombia;Personal Loan;;;STA-200103-009215;Cancelled;1;101
Investment;Emergency;3/01/2020 9:43;3;3/01/2020 9:43;CitiBank Colombia;Current Account;;;STA-200103-009236;Cancelled;1;93
Cards;Elective;3/01/2020 9:46;4;3/01/2020 9:46;CitiBank Colombia;Debit Card;;;STA-200103-009306;Cancelled;1;11
Banking;Elective;3/01/2020 9:47;2;3/01/2020 9:47;CitiBank Colombia;Debit Card;;;STA-200103-009329;Cancelled;1;50
Deposit Account;Elective;3/01/2020 9:50;4;3/01/2020 9:50;CitiBank Colombia;Debit Card;;;STA-200103-009370;Cancelled;1;53
Loans;Elective;3/01/2020 9:51;4;3/01/2020 9:51;CitiBank Colombia;Fixed Deposit;;;STA-200103-009397;Cancelled;1;4
Investment;Elective;3/01/2020 9:51;2;3/01/2020 9:51;CitiBank Colombia;Fixed Deposit;;;STA-200103-009399;Cancelled;1;15
Cards;Elective;3/01/2020 9:51;2;3/01/2020 9:51;CitiBank Colombia;Fixed Deposit;;;STA-200103-009412;Cancelled;1;108
Banking;Elective;3/01/2020 9:52;4;3/01/2020 9:52;CitiBank Colombia;Mobile Banking;;;STA-200103-009427;Cancelled;1;55
Deposit Account;Elective;3/01/2020 9:53;2;3/01/2020 9:53;CitiBank Colombia;Mobile Banking;;;STA-200103-009451;Cancelled;1;83
Loans;Elective;3/01/2020 9:53;2;3/01/2020 9:53;CitiBank Colombia;Mobile Banking;;;STA-200103-009452;Cancelled;1;109
Investment;Elective;3/01/2020 9:54;2;3/01/2020 9:54;CitiBank Colombia;Mobile Banking;;;STA-200103-009462;Cancelled;1;34
Cards;Elective;3/01/2020 9:54;2;3/01/2020 9:54;CitiBank Colombia;Mobile Banking;;;STA-200103-009466;Cancelled;1;71
Banking;Elective;3/01/2020 9:54;2;3/01/2020 9:54;CitiBank Colombia;Mobile Banking;;;STA-200103-009467;Cancelled;1;88
Deposit Account;Emergency;3/01/2020 9:55;2;3/01/2020 9:55;CitiBank Colombia;Current Account;;;STA-200103-009486;Cancelled;1;141
Loans;Emergency;3/01/2020 9:56;3;3/01/2020 9:56;CitiBank Colombia;Current Account;;;STA-200103-009507;Cancelled;1;3
Investment;Emergency;3/01/2020 9:57;2;3/01/2020 9:57;CitiBank Colombia;Current Account;;;STA-200103-009529;Cancelled;1;84
Cards;Emergency;3/01/2020 9:57;3;3/01/2020 9:57;CitiBank Colombia;Current Account;;;STA-200103-009528;Cancelled;1;30
Banking;Elective;3/01/2020 9:57;4;3/01/2020 9:57;CitiBank Colombia;Debit Card;;;STA-200103-009533;Cancelled;1;18
Deposit Account;Elective;3/01/2020 9:59;4;3/01/2020 9:59;CitiBank Colombia;Debit Card;;;STA-200103-009572;Cancelled;1;32
Loans;Elective;3/01/2020 9:59;3;3/01/2020 9:59;CitiBank Colombia;Debit Card;;;STA-200103-009577;Cancelled;1;113
Investment;Emergency;3/01/2020 10:02;5;3/01/2020 10:02;CitiBank Colombia;Current Account;;;STA-200103-009622;Cancelled;1;26
Cards;Emergency;3/01/2020 10:03;2;3/01/2020 10:03;CitiBank Colombia;Current Account;;;STA-200103-009647;Cancelled;1;13
Banking;Emergency;3/01/2020 10:06;3;3/01/2020 10:06;CitiBank Colombia;Current Account;;;STA-200103-009692;Cancelled;1;41
Deposit Account;Elective;3/01/2020 10:14;2;3/01/2020 10:14;CitiBank Colombia;Fixed Deposit;;;STA-200103-009843;Cancelled;1;96
Loans;Elective;3/01/2020 10:14;4;3/01/2020 10:14;CitiBank Colombia;Fixed Deposit;;;STA-200103-009851;Cancelled;1;99
Investment;Elective;3/01/2020 10:20;3;3/01/2020 10:20;CitiBank Colombia;Fixed Deposit;;;STA-200103-009928;Cancelled;1;112
Cards;Emergency;3/01/2020 10:21;2;3/01/2020 10:21;CitiBank Colombia;Current Account;;;STA-200103-009945;Cancelled;1;4
Banking;Elective;3/01/2020 10:22;2;3/01/2020 10:22;CitiBank Colombia;Home Loan;;;STA-200103-009966;Cancelled;1;11
Deposit Account;Elective;3/01/2020 10:27;4;3/01/2020 10:27;CitiBank Colombia;Home Loan;;;STA-200103-010057;Cancelled;1;15
Loans;Elective;3/01/2020 10:28;2;3/01/2020 10:28;CitiBank Colombia;Home Loan;;;STA-200103-010067;Cancelled;1;98
Investment;Elective;3/01/2020 10:34;3;3/01/2020 10:34;CitiBank Colombia;Fixed Deposit;;;STA-200103-010161;Cancelled;1;4
Cards;Elective;3/01/2020 10:35;3;3/01/2020 10:35;CitiBank Colombia;Fixed Deposit;;;STA-200103-010183;Cancelled;1;66
Banking;Elective;3/01/2020 10:41;2;3/01/2020 10:41;CitiBank Colombia;Fixed Deposit;;;STA-200103-010282;Cancelled;1;123
Deposit Account;Elective;3/01/2020 10:43;2;3/01/2020 10:43;CitiBank Colombia;Customer Care;;;STA-200103-010314;Cancelled;1;44
Loans;Elective;3/01/2020 10:44;6;3/01/2020 10:44;CitiBank Colombia;Customer Care;;;STA-200103-010329;Cancelled;1;49
Investment;Elective;3/01/2020 10:45;4;3/01/2020 10:45;CitiBank Colombia;Customer Care;;;STA-200103-010360;Cancelled;1;57
Cards;Emergency;3/01/2020 10:48;3;3/01/2020 10:48;CitiBank Colombia;Current Account;;;STA-200103-010431;Cancelled;1;105
Banking;Emergency;3/01/2020 10:53;3;3/01/2020 10:53;CitiBank Colombia;Current Account;;;STA-200103-010505;Cancelled;1;70
Deposit Account;Elective;3/01/2020 10:53;3;3/01/2020 10:53;CitiBank Colombia;Debit Card;;;STA-200103-010506;Cancelled;1;18
Loans;Elective;3/01/2020 11:02;3;3/01/2020 11:02;CitiBank Colombia;Debit Card;;;STA-200103-010643;Cancelled;1;62
Investment;Elective;3/01/2020 11:05;2;3/01/2020 11:05;CitiBank Colombia;Debit Card;;;STA-200103-010698;Cancelled;1;102
Cards;Elective;3/01/2020 11:08;2;3/01/2020 11:08;CitiBank Colombia;Credit Card;;;STA-200103-010737;Cancelled;1;27
Banking;Elective;3/01/2020 11:10;2;3/01/2020 11:10;CitiBank Colombia;Credit Card;;;STA-200103-010775;Cancelled;1;89
Deposit Account;Elective;3/01/2020 11:18;4;3/01/2020 11:18;CitiBank Colombia;Credit Card;;;STA-200103-010890;Cancelled;1;109
Loans;Emergency;3/01/2020 11:23;3;3/01/2020 11:23;CitiBank Colombia;Current Account;;;STA-200103-010967;Cancelled;1;105
Investment;Emergency;3/01/2020 11:28;2;3/01/2020 11:28;CitiBank Colombia;Current Account;;;STA-200103-011031;Cancelled;1;134
Cards;Emergency;3/01/2020 11:31;3;3/01/2020 11:31;CitiBank Colombia;Current Account;;;STA-200103-011087;Cancelled;1;13
Banking;Elective;3/01/2020 11:35;4;3/01/2020 11:35;CitiBank Colombia;Debit Card;;;STA-200103-011128;Cancelled;1;7
Deposit Account;Elective;3/01/2020 11:38;2;3/01/2020 11:38;CitiBank Colombia;Debit Card;;;STA-200103-011179;Cancelled;1;106
Loans;Elective;3/01/2020 11:43;2;3/01/2020 11:43;CitiBank Colombia;Debit Card;;;STA-200103-011232;Cancelled;1;141
Investment;Emergency;3/01/2020 11:46;2;3/01/2020 11:46;CitiBank Colombia;Current Account;;;STA-200103-011267;Cancelled;1;113
Cards;Urgent;3/01/2020 11:46;2;3/01/2020 11:46;CitiBank Colombia;Mobile Banking;;;STA-200103-011277;Cancelled;1;23
Banking;Urgent;3/01/2020 11:51;2;3/01/2020 11:51;CitiBank Colombia;Mobile Banking;;;STA-200103-011336;Cancelled;1;62
Deposit Account;Urgent;3/01/2020 11:52;2;3/01/2020 11:52;CitiBank Colombia;Mobile Banking;;;STA-200103-011350;Cancelled;1;73
Loans;Elective;3/01/2020 11:52;3;3/01/2020 11:52;CitiBank Colombia;Debit Card;;;STA-200103-011356;Cancelled;1;17
Investment;Elective;3/01/2020 11:54;3;3/01/2020 11:54;CitiBank Colombia;Debit Card;;;STA-200103-011377;Cancelled;1;73
Cards;Elective;3/01/2020 11:54;3;3/01/2020 11:54;CitiBank Colombia;Debit Card;;;STA-200103-011380;Cancelled;1;117
Banking;Elective;3/01/2020 11:54;3;3/01/2020 11:54;CitiBank Colombia;Debit Card;;;STA-200103-011382;Cancelled;1;101
Deposit Account;Elective;3/01/2020 11:55;3;3/01/2020 11:55;CitiBank Colombia;Debit Card;;;STA-200103-011398;Cancelled;1;105
Loans;Elective;3/01/2020 11:56;3;3/01/2020 11:56;CitiBank Colombia;Debit Card;;;STA-200103-011410;Cancelled;1;136
Investment;Emergency;3/01/2020 11:56;3;3/01/2020 11:56;CitiBank Colombia;Current Account;;;STA-200103-011415;Cancelled;1;118
Cards;Elective;3/01/2020 11:57;4;3/01/2020 11:57;CitiBank Colombia;Mobile Banking;;;STA-200103-011433;Cancelled;1;20
Banking;Elective;3/01/2020 11:58;3;3/01/2020 11:58;CitiBank Colombia;Mobile Banking;;;STA-200103-011444;Cancelled;1;57
Deposit Account;Elective;3/01/2020 12:03;2;3/01/2020 12:03;CitiBank Colombia;Mobile Banking;;;STA-200103-011503;Cancelled;1;88
Loans;Emergency;3/01/2020 12:06;2;3/01/2020 12:06;CitiBank Colombia;Current Account;;;STA-200103-011531;Cancelled;1;127
Investment;Elective;3/01/2020 12:07;4;3/01/2020 12:07;CitiBank Colombia;Fixed Deposit;;;STA-200103-011544;Preadmit;1;83
Cards;Elective;3/01/2020 12:07;4;3/01/2020 12:07;CitiBank Colombia;Fixed Deposit;;;STA-200103-011546;Preadmit;1;98
Banking;Elective;3/01/2020 12:08;4;3/01/2020 12:08;CitiBank Colombia;Fixed Deposit;;;STA-200103-011557;Preadmit;1;131
Deposit Account;Emergency;3/01/2020 12:08;2;3/01/2020 12:08;CitiBank Colombia;Current Account;;;STA-200103-011560;Cancelled;1;120
Loans;Elective;3/01/2020 12:08;2;3/01/2020 12:08;CitiBank Colombia;Customer Care;;;STA-200103-011561;Cancelled;1;72
Investment;Elective;3/01/2020 12:09;2;3/01/2020 12:09;CitiBank Colombia;Customer Care;;;STA-200103-011580;Cancelled;1;127
Cards;Elective;3/01/2020 12:10;2;3/01/2020 12:10;CitiBank Colombia;Customer Care;;;STA-200103-011588;Cancelled;1;135
Banking;Elective;3/01/2020 12:10;2;3/01/2020 12:10;CitiBank Colombia;Fixed Deposit;;;STA-200103-011596;Cancelled;1;13
Deposit Account;Elective;3/01/2020 12:19;2;3/01/2020 12:19;CitiBank Colombia;Fixed Deposit;;;STA-200103-011705;Cancelled;1;53
Loans;Elective;3/01/2020 12:24;3;3/01/2020 12:24;CitiBank Colombia;Fixed Deposit;;;STA-200103-011765;Cancelled;1;120
Investment;Elective;3/01/2020 12:36;2;3/01/2020 12:36;CitiBank Colombia;Credit Card;;;STA-200103-011924;Cancelled;1;27
Cards;Elective;3/01/2020 12:47;2;3/01/2020 12:47;CitiBank Colombia;Credit Card;;;STA-200103-012064;Cancelled;1;32
Banking;Elective;3/01/2020 12:52;5;3/01/2020 12:52;CitiBank Colombia;Credit Card;;;STA-200103-012135;Cancelled;1;46
Deposit Account;Elective;3/01/2020 12:53;2;3/01/2020 12:53;CitiBank Colombia;Debit Card;;;STA-200103-012151;Cancelled;1;57
Loans;Elective;3/01/2020 12:54;2;3/01/2020 12:54;CitiBank Colombia;Debit Card;;;STA-200103-012169;Cancelled;1;85
Investment;Elective;3/01/2020 12:54;2;3/01/2020 12:54;CitiBank Colombia;Debit Card;;;STA-200103-012170;Cancelled;1;128
Cards;Elective;3/01/2020 13:03;3;3/01/2020 13:03;CitiBank Colombia;Balance Enquiry;;;STA-200103-012275;Cancelled;1;31
Banking;Elective;3/01/2020 13:14;2;3/01/2020 13:14;CitiBank Colombia;Balance Enquiry;;;STA-200103-012395;Cancelled;1;103
Deposit Account;Elective;3/01/2020 13:21;3;3/01/2020 13:21;CitiBank Colombia;Balance Enquiry;;;STA-200103-012461;Cancelled;1;118
Loans;Elective;3/01/2020 13:30;2;3/01/2020 13:30;CitiBank Colombia;Mobile Banking;;;STA-200103-012603;Cancelled;1;103
Investment;Elective;3/01/2020 13:51;2;3/01/2020 13:51;CitiBank Colombia;Mobile Banking;;;STA-200103-012953;Cancelled;1;123
Cards;Elective;3/01/2020 14:06;4;3/01/2020 14:06;CitiBank Colombia;Mobile Banking;;;STA-200103-013126;Cancelled;1;134
Banking;Emergency;3/01/2020 14:06;3;3/01/2020 14:06;CitiBank Colombia;Current Account;;;STA-200103-013127;Cancelled;1;41
Deposit Account;Elective;3/01/2020 14:07;4;3/01/2020 14:07;CitiBank Colombia;Debit Card;;;STA-200103-013141;Cancelled;1;10
Loans;Elective;3/01/2020 14:16;4;3/01/2020 14:16;CitiBank Colombia;Debit Card;;;STA-200103-013229;Cancelled;1;51
Investment;Elective;3/01/2020 14:17;3;3/01/2020 14:17;CitiBank Colombia;Debit Card;;;STA-200103-013241;Cancelled;1;131
Cards;Elective;3/01/2020 14:18;2;3/01/2020 14:18;CitiBank Colombia;Mobile Banking;;;STA-200103-013257;Cancelled;1;72
Banking;Elective;3/01/2020 14:22;2;3/01/2020 14:22;CitiBank Colombia;Mobile Banking;;;STA-200103-013310;Cancelled;1;107
Deposit Account;Emergency;3/01/2020 14:23;4;3/01/2020 14:23;CitiBank Colombia;Current Account;;;STA-200103-013328;Cancelled;1;14
Loans;Emergency;3/01/2020 14:28;2;3/01/2020 14:28;CitiBank Colombia;Current Account;;;STA-200103-013378;Cancelled;1;78
Investment;Urgent;3/01/2020 14:29;6;3/01/2020 14:29;CitiBank Colombia;Mobile Banking;;;STA-200103-013396;Admit;1;6
Cards;Urgent;3/01/2020 14:33;3;3/01/2020 14:33;CitiBank Colombia;Mobile Banking;;;STA-200103-013445;Admit;1;9
Banking;Urgent;3/01/2020 14:34;9;3/01/2020 14:34;CitiBank Colombia;Mobile Banking;;;STA-200103-013457;Admit;1;11
Deposit Account;Urgent;3/01/2020 14:34;3;3/01/2020 14:34;CitiBank Colombia;Mobile Banking;;;STA-200103-013463;Admit;1;37
Loans;Urgent;3/01/2020 14:36;3;3/01/2020 14:36;CitiBank Colombia;Mobile Banking;;;STA-200103-013484;Admit;1;40
Investment;Urgent;3/01/2020 14:37;4;3/01/2020 14:37;CitiBank Colombia;Mobile Banking;;;STA-200103-013492;Admit;1;52
Cards;Urgent;3/01/2020 14:41;6;3/01/2020 14:41;CitiBank Colombia;Mobile Banking;;;STA-200103-013536;Admit;1;53
Banking;Urgent;3/01/2020 14:41;6;3/01/2020 14:41;CitiBank Colombia;Mobile Banking;;;STA-200103-013538;Admit;1;62
Deposit Account;Urgent;3/01/2020 14:42;2;3/01/2020 14:42;CitiBank Colombia;Mobile Banking;;;STA-200103-013545;Admit;1;87
Loans;Urgent;3/01/2020 14:48;3;3/01/2020 14:48;CitiBank Colombia;Mobile Banking;;;STA-200103-013613;Admit;1;102
Investment;Urgent;3/01/2020 14:48;2;3/01/2020 14:48;CitiBank Colombia;Mobile Banking;;;STA-200103-013618;Admit;1;108
Cards;Urgent;3/01/2020 14:53;4;3/01/2020 14:53;CitiBank Colombia;Mobile Banking;;;STA-200103-013663;Admit;1;114
Banking;Urgent;3/01/2020 14:54;2;3/01/2020 14:54;CitiBank Colombia;Mobile Banking;;;STA-200103-013671;Admit;1;131
Deposit Account;Urgent;3/01/2020 14:55;2;3/01/2020 14:55;CitiBank Colombia;Mobile Banking;;;STA-200103-013685;Admit;1;138
Loans;Emergency;3/01/2020 14:56;3;3/01/2020 14:56;CitiBank Colombia;Current Account;;;STA-200103-013704;Cancelled;1;17
Investment;Emergency;3/01/2020 15:01;3;3/01/2020 15:01;CitiBank Colombia;Current Account;;;STA-200103-013765;Cancelled;1;48
Cards;Elective;3/01/2020 15:05;2;3/01/2020 15:05;CitiBank Colombia;Fixed Deposit;;;STA-200103-013814;Cancelled;1;32
Banking;Elective;3/01/2020 15:07;2;3/01/2020 15:07;CitiBank Colombia;Fixed Deposit;;;STA-200103-013839;Cancelled;1;82
Deposit Account;Elective;3/01/2020 15:07;2;3/01/2020 15:07;CitiBank Colombia;Fixed Deposit;;;STA-200103-013842;Cancelled;1;108
Loans;Elective;3/01/2020 15:11;2;3/01/2020 15:11;CitiBank Colombia;Fixed Deposit;;;STA-200103-013881;Cancelled;1;135
Investment;Elective;3/01/2020 15:11;3;3/01/2020 15:11;CitiBank Colombia;Mobile Banking;;;STA-200103-013886;Cancelled;1;28
Cards;Elective;3/01/2020 15:11;5;3/01/2020 15:11;CitiBank Colombia;Mobile Banking;;;STA-200103-013889;Cancelled;1;29
Banking;Elective;3/01/2020 15:14;2;3/01/2020 15:14;CitiBank Colombia;Mobile Banking;;;STA-200103-013909;Cancelled;1;60
Deposit Account;Elective;3/01/2020 15:14;4;3/01/2020 15:14;CitiBank Colombia;Credit Card;;;STA-200103-013911;Cancelled;1;4
Loans;Elective;3/01/2020 15:15;3;3/01/2020 15:15;CitiBank Colombia;Credit Card;;;STA-200103-013922;Cancelled;1;69
Investment;Elective;3/01/2020 15:20;2;3/01/2020 15:20;CitiBank Colombia;Credit Card;;;STA-200103-013962;Cancelled;1;125
Cards;Elective;3/01/2020 15:21;4;3/01/2020 15:21;CitiBank Colombia;Balance Enquiry;;;STA-200103-013978;Cancelled;1;29
Banking;Elective;3/01/2020 15:29;2;3/01/2020 15:29;CitiBank Colombia;Balance Enquiry;;;STA-200103-014048;Cancelled;1;30
Deposit Account;Elective;3/01/2020 15:33;4;3/01/2020 15:33;CitiBank Colombia;Balance Enquiry;;;STA-200103-014086;Cancelled;1;42
Loans;Emergency;3/01/2020 15:39;4;3/01/2020 15:39;CitiBank Colombia;Current Account;;;STA-200103-014156;Cancelled;1;48
Investment;Elective;3/01/2020 15:45;5;3/01/2020 15:45;CitiBank Colombia;Debit Card;;;STA-200103-014214;Cancelled;1;20
Cards;Elective;3/01/2020 15:47;2;3/01/2020 15:47;CitiBank Colombia;Debit Card;;;STA-200103-014225;Cancelled;1;74
Banking;Elective;3/01/2020 15:53;3;3/01/2020 15:53;CitiBank Colombia;Debit Card;;;STA-200103-014291;Cancelled;1;112
Deposit Account;Elective;3/01/2020 15:54;2;3/01/2020 15:54;CitiBank Colombia;Debit Card;;;STA-200103-014307;Cancelled;1;68
